,Area,Perimeter,Convexity,Circularity,X_start,Y_start,Width,Height,Segmented_label
906,16.0,15.313708305358887,True,0.8573716241035623,161,126,7,5,2
907,185.5,52.8700567483902,False,0.8339388854119296,155,122,18,16,2
908,302.5,67.35533833503723,False,0.8378980872477658,153,121,22,21,2
909,424.0,80.08326053619385,False,0.8307918489385357,151,121,29,23,2
910,502.5,87.49747467041016,False,0.8248118517245496,151,121,29,26,2
911,569.5,90.66904640197754,False,0.870533515680617,151,122,31,26,2
912,526.5,90.3259015083313,False,0.8109304905524051,149,126,32,24,2
913,515.5,88.32590055465698,False,0.8303522855653501,148,126,31,26,2
914,587.5,90.18376529216766,False,0.9077390265359251,154,143,29,26,2
915,565.5,95.8406195640564,False,0.7736477167659983,145,126,30,27,2
916,551.0,90.42640542984009,False,0.846780655434726,145,125,27,29,2
917,408.0,80.42640590667725,False,0.7926340125614024,145,127,24,27,2
918,210.0,60.28427052497864,False,0.7261413004140878,145,128,13,25,2
919,34.5,22.727921843528748,False,0.8392850835536187,145,137,7,9,2
920,0.0,8.485280990600586,False,0.0,100,147,4,4,2
921,64.0,30.14213526248932,False,0.8852008233619355,159,145,11,9,2
922,313.5,68.18376553058624,False,0.8473941181773252,154,141,24,19,2
923,528.0,86.42640602588654,False,0.8882820361356766,152,139,30,24,2
924,692.0,98.91168737411499,False,0.8888341595936288,151,137,33,29,2
925,642.0,95.254833817482,False,0.8891414255531135,150,144,33,26,2
926,772.5,105.15432751178741,False,0.8779181981592561,152,136,34,32,2
927,746.5,112.81118202209473,False,0.7371152165773249,153,136,33,33,2
928,808.5,111.49747359752655,False,0.8172592306568385,150,136,35,33,2
929,862.0,112.91168773174286,False,0.8496485719986772,147,137,36,32,2
930,851.0,111.25483298301697,False,0.8639759469440036,146,137,35,32,2
931,732.5,103.01219248771667,False,0.8674415717128087,146,139,33,29,2
932,504.0,85.94112467765808,False,0.8575083048464863,147,143,28,24,2
933,52.5,29.213202834129333,False,0.7730557577938054,153,152,11,10,2
934,114.0,41.45584309101105,False,0.8335721795865368,154,145,16,12,2
935,332.5,70.5269113779068,False,0.8400241729463487,150,142,25,19,2
936,638.0,96.08326041698456,False,0.8684305231496025,149,144,34,26,2
937,548.5,89.35533797740936,False,0.8632677012001914,147,139,30,24,2
938,841.5,112.66904664039612,False,0.8330186895454985,147,139,33,34,2
939,927.0,119.74011504650116,False,0.8124754667011213,147,140,35,34,2
940,936.0,120.56854152679443,False,0.8091288712042132,147,140,36,35,2
941,1009.5,129.6396096944809,False,0.7548154094348928,140,141,43,35,2
942,1044.0,129.39696860313416,False,0.7835417790052068,138,144,44,33,2
943,880.0,116.0832599401474,False,0.8206412525362947,139,148,40,29,2
944,742.0,105.5979791879654,False,0.8361853507183047,138,151,36,26,2
945,648.5,97.8406195640564,False,0.8512976923488648,137,151,33,27,2
946,211.5,56.52691125869751,False,0.831782396546426,138,155,17,19,2
947,578.5,92.18376553058624,False,0.8554691228444334,148,146,32,24,2
948,12.0,13.313708305358887,True,0.850732520851504,164,155,6,5,2
949,246.0,59.112698435783386,False,0.8846742800488492,157,149,20,18,2
950,420.5,76.18376648426056,False,0.9104392741625503,156,148,26,22,2
951,587.0,90.4264065027237,False,0.9021056859260024,154,146,30,26,2
952,711.5,100.6690468788147,False,0.8822524130350543,153,145,33,29,2
953,771.0,106.08326029777527,False,0.8609353193703074,152,144,34,31,2
954,744.0,108.0832599401474,False,0.8003241633747145,151,145,35,31,2
955,891.0,115.74011492729187,False,0.8358334536996469,147,145,38,32,2
956,864.5,111.8406194448471,False,0.8685118213324313,146,146,36,31,2
957,0.0,2.8284270763397217,False,0.0,75,163,2,2,2
958,530.5,87.35533797740936,False,0.8736075035189446,148,146,30,23,2
959,587.0,93.94112467765808,False,0.8358656046133147,146,150,29,27,2
960,338.0,69.11269724369049,False,0.8892233934901468,149,155,22,21,2
961,46.0,26.14213538169861,False,0.8458348538463678,173,122,10,8,2
962,433.0,81.25483298301697,False,0.8241368937779087,164,115,30,22,2
963,747.0,105.74011421203613,False,0.8395584083221876,161,113,37,29,2
964,980.0,120.56854176521301,False,0.8471648404317323,162,113,38,33,2
965,1128.0,129.05382311344147,False,0.8510933835432064,159,113,41,36,2
966,1148.0,129.05382251739502,False,0.866183699763149,156,116,44,36,2
967,1049.0,123.05382215976715,False,0.870552839860638,157,120,42,35,2
968,1124.5,128.12489092350006,False,0.8608000953906056,154,120,43,38,2
969,59.0,30.627416133880615,True,0.7903894905815629,187,161,12,10,3
970,290.0,77.74011468887329,False,0.6030002718223257,180,135,27,25,3
971,310.0,76.42640578746796,False,0.6669368071573479,156,149,27,21,3
972,115.0,49.455843567848206,False,0.5908435193412351,188,131,11,21,3
973,402.5,94.66904675960541,False,0.5643645685450639,181,124,20,39,3
974,583.0,110.91168785095215,False,0.5955576258082621,178,123,24,44,3
975,835.5,135.63960933685303,False,0.5706676549142919,170,122,32,51,3
976,1361.5,185.58073377609253,False,0.4967772906431618,150,118,52,57,3
977,1957.0,209.4802292585373,False,0.5604212682721191,139,111,63,66,3
978,1984.5,212.40916001796722,False,0.5527318419290188,138,113,63,66,3
979,1710.0,214.30865585803986,False,0.46787145505229755,137,114,63,65,3
980,1479.0,198.5096664428711,False,0.47164443965322406,137,120,61,59,3
981,142.0,56.76955199241638,False,0.5536907580887699,179,138,23,15,3
982,1203.5,173.92387926578522,False,0.49996261576361356,138,130,58,46,3
983,975.5,152.95331728458405,False,0.5239855816033729,141,134,53,38,3
984,509.0,111.74011433124542,False,0.5122823859513026,146,140,42,25,3
985,24.0,23.79898953437805,False,0.5324809433593417,165,147,10,6,3
986,113.5,48.041629910469055,False,0.6179740789992886,182,128,11,20,3
987,329.5,84.18376588821411,False,0.5842632681834219,177,123,17,35,3
988,556.0,110.08326017856598,False,0.576556788107009,173,118,23,44,3
989,1053.5,137.78174436092377,False,0.6973664445864654,165,121,37,50,3
990,1618.0,191.4802292585373,False,0.5545497370750451,140,116,59,58,3
991,1779.0,203.8233743906021,False,0.5381183942502178,138,112,62,60,3
992,182.5,62.669047474861145,False,0.5839377407575964,172,156,24,19,3
993,1749.5,211.72286915779114,False,0.4904426941296239,137,112,64,61,3
994,1510.0,198.99494767189026,False,0.47918444413705086,137,117,62,55,3
995,1088.5,181.92387974262238,False,0.4132937890882161,136,123,59,45,3
996,675.5,139.29646384716034,False,0.43747680740435796,140,132,53,31,3
997,386.0,98.08326137065887,False,0.5042052603947788,148,139,42,18,3
998,92.0,50.627416491508484,False,0.45105152905830165,158,142,23,9,3
999,576.0,113.74011409282684,False,0.5595063609552596,176,121,19,47,3
1000,898.5,137.29646229743958,False,0.5989757659228516,172,115,25,55,3
1001,1249.5,150.95331799983978,False,0.6890659623782956,166,112,32,59,3
1002,1307.5,162.2670260667801,False,0.6240092220947483,162,111,37,62,3
1003,525.0,101.74011468887329,False,0.6373598789874313,160,152,39,23,3
1004,1277.5,172.26702642440796,False,0.5409616254355274,159,110,40,65,3
1005,1314.0,180.65180122852325,False,0.505965187882385,148,112,48,64,3
1006,1176.5,175.5807342529297,False,0.47956565623184616,145,116,52,58,3
1007,787.5,149.78174436092377,False,0.44110568834133246,145,129,49,43,3
1008,371.0,111.05382263660431,False,0.378021716012933,149,140,42,28,3
1009,142.0,59.455843687057495,False,0.5047881090988899,151,153,27,10,3
1010,20.0,18.14213526248932,False,0.7635949692623432,164,152,8,6,3
1011,313.0,75.11269783973694,False,0.6971520034117671,190,114,14,32,3
1012,554.0,104.42640578746796,False,0.6384089514718972,186,110,18,45,3
1013,757.5,122.66904640197754,False,0.6325902920720862,184,108,20,53,3
1014,702.0,122.56854200363159,False,0.5872039063845369,152,148,46,27,3
1015,1003.5,152.46803557872772,False,0.5424623876862864,178,106,26,65,3
1016,1171.0,170.36753034591675,False,0.5069826571993946,172,106,31,70,3
1017,1451.0,177.68123877048492,False,0.5775560395528568,169,106,34,73,3
1018,1685.0,194.16652059555054,False,0.5616439340457074,156,107,46,73,3
1019,1699.5,191.23758852481842,False,0.5839619035718475,151,109,49,70,3
1020,1485.5,180.7523069381714,False,0.5713665642820638,149,113,49,63,3
1021,1261.0,168.02438521385193,False,0.5612809734106019,149,118,46,56,3
1022,916.5,137.2964632511139,False,0.6109752719443725,151,125,41,43,3
1023,636.5,104.66904699802399,False,0.7300821528397345,154,133,34,30,3
1024,145.5,48.87005698680878,False,0.7655739835792783,162,139,19,13,3
1025,756.0,143.53910398483276,False,0.46109583328391474,147,142,52,32,3
1026,176.0,53.455843567848206,False,0.7739843103461956,185,112,13,20,3
1027,418.5,88.18376505374908,False,0.676282347806991,182,107,18,36,3
1028,610.0,107.25483322143555,False,0.6663554517675784,181,104,20,45,3
1029,846.0,135.74011373519897,False,0.5769840523551831,181,100,20,59,3
1030,1107.5,158.95331716537476,False,0.550825969875022,176,101,27,67,3
1031,1375.0,169.19595861434937,False,0.6035768740526536,169,101,32,70,3
1032,1486.0,174.36753058433533,False,0.6141825020741284,165,101,35,70,3
1033,1633.5,186.75230717658997,False,0.588568548764729,150,104,48,66,3
1034,1449.5,177.09545350074768,False,0.5807821498213901,147,108,50,59,3
1035,1156.5,162.26702547073364,False,0.5519439163703957,147,112,47,52,3
1036,830.5,154.95331740379333,False,0.4346580665041546,145,136,52,37,3
1037,983.0,142.0243854522705,False,0.6124033311745536,144,120,45,45,3
1038,703.0,115.88225018978119,False,0.6578567719254734,147,126,41,33,3
1039,271.0,69.2548336982727,False,0.7100337187990725,181,142,22,23,3
1040,492.0,92.56854164600372,False,0.7215195835463818,175,140,30,30,3
1041,631.0,105.0538238286972,False,0.7184813404746166,171,139,34,34,3
1042,731.0,115.05382287502289,False,0.6939451327569287,169,138,36,37,3
1043,843.0,126.2253954410553,False,0.6648810555476291,165,138,39,39,3
1044,961.0,127.39696848392487,False,0.7440721751446959,162,140,40,38,3
1045,1003.5,131.63961005210876,False,0.7277028345078304,159,142,42,37,3
1046,979.5,129.63960886001587,False,0.732384054541333,157,145,43,34,3
1047,761.0,142.02438521385193,False,0.47409861300969386,146,134,49,37,3
1048,885.5,123.98275482654572,False,0.7238954814067411,156,146,43,33,3
1049,772.5,114.32590079307556,False,0.7427096867725346,156,149,41,29,3
1050,578.0,100.4264063835144,False,0.7201813286831499,157,152,37,23,3
1051,405.0,84.76955199241638,False,0.7082475998089913,157,154,34,18,3
1052,187.0,58.62741661071777,False,0.6836754029969532,160,157,25,11,3
1053,147.5,48.5269113779068,False,0.7871120906765612,182,148,17,16,3
1054,426.5,87.1543276309967,False,0.7055876748182343,176,142,29,28,3
1055,642.0,106.22539567947388,False,0.7149705891674176,171,140,34,33,3
1056,759.0,119.53910410404205,False,0.6674698399568566,168,139,38,38,3
1057,822.0,125.05382251739502,False,0.6605226869188886,165,139,39,39,3
1058,542.5,113.63960933685303,False,0.5278981528957479,148,138,43,28,3
1059,930.5,128.46803617477417,False,0.7084938272633974,162,140,41,39,3
1060,1030.5,136.9533177614212,False,0.690419016311458,157,142,45,38,3
1061,885.5,124.46803641319275,False,0.71826177271954,156,145,43,33,3
1062,701.5,111.8406194448471,False,0.704755399265125,157,147,39,26,3
1063,477.0,92.91168713569641,False,0.6943645662850527,156,150,37,20,3
1064,95.0,45.79898953437805,False,0.5691433644119208,163,154,21,8,3
1065,35.0,25.798989415168762,False,0.6608037816520302,179,157,11,8,3
1066,232.0,71.254833817482,False,0.5742079298319579,168,151,28,19,3
1067,375.5,93.98275530338287,False,0.534224079093755,160,148,36,25,3
1068,525.0,106.2253954410553,False,0.584672213392294,155,147,41,27,3
1069,340.0,77.94112479686737,False,0.7033240093044597,156,144,31,17,3
1070,679.0,118.71067714691162,False,0.6054803784826457,150,145,46,29,3
1071,840.0,134.3675308227539,False,0.5846560889732433,148,141,49,34,3
1072,894.0,140.85281264781952,False,0.5662605877738142,145,141,51,35,3
1073,855.5,147.92388093471527,False,0.4913073858725489,143,139,53,35,3
1074,679.0,136.36753141880035,False,0.458836206718101,144,141,49,32,3
1075,414.5,105.15432822704315,False,0.47106419182729237,145,149,42,21,3
1076,224.0,82.42640697956085,False,0.4143097409154774,150,151,35,16,3
1077,89.0,43.94112515449524,False,0.5792386386390626,176,135,15,16,3
1078,169.5,61.84061908721924,False,0.5569701356642134,172,132,20,22,3
1079,241.0,73.74011385440826,False,0.5569539635740565,169,130,24,26,3
1080,336.5,83.15432798862457,False,0.6115404891171654,171,156,32,23,3
1081,236.5,67.0121921300888,False,0.6618100518534593,168,133,23,21,3
1082,372.0,91.396968126297,False,0.5596148433534146,164,128,29,30,3
1083,406.5,96.81118202209473,False,0.5450286958445842,164,126,30,32,3
1084,494.0,102.22539615631104,False,0.594044813416604,162,125,32,33,3
1085,718.0,132.36753070354462,False,0.5149574834771248,147,124,48,35,3
1086,809.5,132.1248916387558,False,0.5827166519530945,151,123,43,36,3
1087,704.5,127.29646408557892,False,0.5463339393946917,150,122,43,33,3
1088,643.5,125.29646384716034,False,0.515087234121078,149,122,45,32,3
1089,491.0,108.9116872549057,False,0.5201665056121628,150,125,41,26,3
1090,350.0,96.08326089382172,False,0.4764117242719414,151,127,38,22,3
1091,151.0,79.59797894954681,False,0.2994902784827153,153,129,34,13,3
1092,206.5,71.6984840631485,False,0.5047891054775978,182,113,13,31,3
1093,71.5,48.87005698680878,False,0.3762098957107794,162,132,21,8,3
1094,110.0,45.11269819736481,False,0.679211363126971,189,147,13,16,3
1095,376.5,79.0121921300888,False,0.7578558761445952,182,139,21,29,3
1096,718.0,109.39696884155273,False,0.7539173374907507,178,136,30,39,3
1097,829.5,116.46803677082062,False,0.7684449211540602,175,135,34,40,3
1098,1009.0,140.02438509464264,False,0.6466863317996971,165,136,43,45,3
1099,1231.0,148.02438497543335,False,0.7059946115202838,161,138,45,46,3
1100,1678.5,185.58073353767395,False,0.6124426621278328,143,138,62,48,3
1101,1424.0,186.65180218219757,False,0.5136360272735442,142,141,62,44,3
1102,2000.0,194.30865609645844,False,0.6656647559663429,139,132,63,54,3
1103,420.0,95.59797883033752,False,0.5775129586963734,180,107,17,41,3
1104,1337.0,164.02438473701477,False,0.6244884875132244,144,147,54,36,3
1105,871.5,134.8111823797226,False,0.602594855903989,148,148,44,30,3
1106,334.0,73.11269795894623,False,0.7851826785278403,155,147,26,19,3
1107,203.5,56.52691113948822,False,0.8003201816129232,176,145,17,20,3
1108,433.0,83.5979790687561,False,0.7785853054791981,171,141,24,28,3
1109,665.0,103.39696907997131,False,0.7816564083370182,167,137,30,36,3
1110,808.5,128.46803641319275,False,0.615601566057303,160,137,39,40,3
1111,1066.0,160.85281252861023,False,0.517737653110346,144,137,53,42,3
1112,1281.5,181.23758804798126,False,0.4902661703637046,137,139,59,43,3
1113,1360.0,174.16652059555054,False,0.5634033445043956,136,139,58,42,3
1114,567.0,112.91168761253357,False,0.5588755700005686,178,103,21,48,3
1115,1211.0,168.16652119159698,False,0.5381147876692662,136,140,56,40,3
1116,1122.5,160.75230646133423,False,0.5458606499425097,136,143,54,38,3
1117,779.0,129.53910398483276,False,0.5833719512258067,141,146,45,30,3
1118,385.5,89.8406194448471,False,0.6001900218654895,148,148,33,19,3
1119,675.0,122.56854093074799,False,0.5646191506389644,177,102,23,52,3
1120,799.5,134.81118214130402,False,0.5528107733784413,175,101,25,55,3
1121,904.0,143.88224971294403,False,0.5487365077591608,173,99,27,59,3
1122,1105.0,157.19595801830292,False,0.5619392822060044,168,102,33,61,3
1123,1240.0,158.85281229019165,False,0.6175067843908858,161,104,41,58,3
1124,1328.0,172.50966608524323,False,0.5607652202125599,158,106,45,53,3
1125,848.0,127.39696860313416,False,0.6565798161725909,156,152,49,27,3
1126,1142.0,162.36753118038177,False,0.544349205616147,156,109,46,48,3
1127,857.0,139.88224983215332,False,0.5503835794828209,156,118,46,36,3
1128,691.0,130.71067678928375,False,0.508236421803415,156,122,46,31,3
1129,334.5,100.32590079307556,False,0.41761861669985934,161,130,40,22,3
1130,211.0,83.25483274459839,False,0.3825369703493086,165,133,34,18,3
1131,151.5,65.84061932563782,False,0.43917203922445014,179,130,19,25,3
1132,431.5,104.81118178367615,False,0.49360031525003906,174,121,28,39,3
1133,679.0,123.53910291194916,False,0.5590758742555918,170,117,32,47,3
1134,866.0,137.1959571838379,False,0.578156121139925,166,116,38,49,3
1135,1038.0,149.19595885276794,False,0.5859939033867404,164,115,40,51,3
1136,1059.0,150.71067643165588,False,0.5858922940358217,149,145,56,34,3
1137,1332.0,170.50966691970825,False,0.5757263101975454,153,116,51,51,3
1138,1303.5,165.92388105392456,False,0.5949810097669316,152,121,52,46,3
1139,1098.5,164.7523069381714,False,0.5085655246492851,150,125,52,43,3
1140,676.0,136.36753022670746,False,0.4568089560594404,150,136,49,31,3
1141,367.5,110.46803724765778,False,0.37843729715032165,150,146,45,21,3
1142,174.5,83.84061992168427,False,0.3119581481587467,153,151,36,12,3
1143,102.5,40.38477599620819,False,0.7897658903290073,194,117,9,17,3
1144,306.0,81.45584380626678,False,0.5795445107012609,192,109,12,36,3
1145,629.5,128.6690467596054,False,0.47781241676405967,188,99,16,56,3
1146,963.0,161.1959582567215,False,0.4657231803021698,180,95,26,65,3
1147,1092.5,173.4385986328125,False,0.45639386519136665,147,136,58,42,3
1148,1353.5,186.409161567688,False,0.48947849716091496,169,94,38,70,3
1149,1616.0,203.1370837688446,False,0.4921220150210842,154,95,51,70,3
1150,1291.0,182.16652131080627,False,0.48887629145389694,155,97,47,63,3
1151,881.5,140.75230765342712,False,0.5591407348113547,157,108,42,47,3
1152,568.5,105.98275458812714,False,0.6360187617546857,161,118,36,30,3
1153,148.5,55.3553386926651,False,0.6090000004792488,182,152,16,21,3
1154,510.5,99.63960909843445,False,0.6461622473015093,168,151,31,34,3
1155,1262.0,155.1959582567215,False,0.6584281730056357,155,141,48,45,3
1156,1632.5,182.26702523231506,False,0.6175140493490172,144,135,58,51,3
1157,1813.5,195.9238805770874,False,0.5936803515908612,142,129,59,57,3
1158,1197.5,166.61017155647278,False,0.5421036893887311,147,134,57,43,3
1159,1729.0,195.68123865127563,False,0.5674224044890613,142,129,58,57,3
1160,1388.0,175.33809340000153,False,0.5673443974694442,144,130,54,54,3
1161,1185.5,159.78174448013306,False,0.5835218266432056,148,132,48,48,3
1162,1023.5,149.29646289348602,False,0.5770303732452654,154,124,41,50,3
1163,649.5,109.49747347831726,False,0.6807392980421266,166,127,26,41,3
1164,235.5,72.52691113948822,False,0.5626034775064316,194,135,13,31,3
1165,667.5,122.32590055465698,False,0.5605628218100659,186,122,22,52,3
1166,924.5,152.46803617477417,False,0.49975732286484553,180,116,28,64,3
1167,1129.5,167.9238795042038,False,0.5033512843575851,173,116,34,66,3
1168,1575.0,207.3380926847458,False,0.4603967231634541,153,114,52,70,3
1169,1060.0,156.02438521385193,False,0.5471806982627786,148,132,53,42,3
1170,1564.0,205.33809399604797,False,0.4661305419203408,151,111,54,70,3
1171,1288.0,188.8528115749359,False,0.45381496948766165,151,116,52,61,3
1172,906.5,153.43859815597534,False,0.48384741859143887,153,126,48,47,3
1173,584.0,114.22539532184601,False,0.5624674198213033,156,139,42,30,3
1174,199.0,69.59797883033752,False,0.5162614361747544,164,143,27,17,3
1175,1404.0,180.85281217098236,False,0.5394192481805927,147,115,54,54,3
1176,972.0,156.36753141880035,False,0.49955460755176795,151,116,47,49,3
1177,749.5,126.8111822605133,False,0.585688097420117,156,123,41,37,3
1178,244.5,65.35533845424652,False,0.7193273800536937,168,135,24,18,3
1179,154.0,53.79898941516876,False,0.668624597314264,201,106,10,23,3
1180,764.0,123.88224935531616,False,0.6255831721734321,150,136,46,32,3
1181,534.5,111.8406194448471,False,0.5369804146930995,196,103,18,47,3
1182,1009.0,141.3969682455063,False,0.6341921104073011,187,102,28,57,3
1183,1353.5,162.46803617477417,False,0.6443654738346687,181,102,35,61,3
1184,1811.5,189.58073318004608,False,0.633373378354972,168,100,48,66,3
1185,2085.5,212.06601452827454,False,0.5827441321467571,159,97,56,72,3
1186,1949.5,222.0660160779953,False,0.49678548817725576,157,95,58,74,3
1187,1737.5,215.237588763237,False,0.4713010865564584,157,95,56,74,3
1188,907.0,164.16652119159698,False,0.42291000592642863,156,109,47,54,3
1189,390.0,91.74011397361755,False,0.5823122419300026,159,129,33,24,3
1190,79.5,35.55634880065918,False,0.7902102830817189,203,127,8,15,3
1191,371.0,75.94112479686737,False,0.8084063624055372,158,142,29,18,3
1192,428.0,105.25483334064484,False,0.4854779810511545,194,122,19,44,3
1193,619.5,123.98275566101074,False,0.5064407054713196,190,121,24,51,3
1194,1152.0,157.19595801830292,False,0.585840772037391,178,122,37,56,3
1195,1643.5,184.89444172382355,False,0.6041320290222876,161,121,54,60,3
1196,1830.5,202.0660160779953,False,0.5633691211826233,156,118,58,64,3
1197,1915.5,213.37972474098206,False,0.5286712814336851,152,115,61,68,3
1198,1759.5,217.379723072052,False,0.46790864895037004,151,114,60,69,3
1199,1524.0,209.4802281856537,False,0.43642412958371035,150,115,59,67,3
1200,936.5,139.78174495697021,False,0.6023053632963173,150,143,49,36,3
1201,645.0,124.7106763124466,False,0.5211494812286436,152,143,41,33,3
